subject,condition,target,time,Animate
ANCAT139,FamiliarBottle,Inanimate,2450,FALSE
ANCAT139,FamiliarBottle,Inanimate,2467,FALSE
ANCAT139,FamiliarBottle,Inanimate,2483,FALSE
ANCAT139,FamiliarBottle,Inanimate,2500,FALSE
ANCAT139,FamiliarBottle,Inanimate,2517,FALSE
ANCAT139,FamiliarBottle,Inanimate,2567,FALSE
ANCAT139,FamiliarBottle,Inanimate,2583,FALSE
ANCAT139,FamiliarBottle,Inanimate,2600,FALSE
ANCAT139,FamiliarBottle,Inanimate,2617,FALSE
ANCAT139,FamiliarBottle,Inanimate,2633,FALSE
ANCAT139,FamiliarBottle,Inanimate,2650,FALSE
ANCAT139,FamiliarBottle,Inanimate,2667,FALSE
ANCAT139,FamiliarBottle,Inanimate,2683,FALSE
ANCAT139,FamiliarBottle,Inanimate,2700,FALSE
ANCAT139,FamiliarBottle,Inanimate,2717,FALSE
ANCAT139,FamiliarBottle,Inanimate,2733,FALSE
ANCAT139,FamiliarBottle,Inanimate,2750,FALSE
ANCAT139,FamiliarBottle,Inanimate,2767,FALSE
ANCAT139,FamiliarBottle,Inanimate,2783,FALSE
ANCAT139,FamiliarBottle,Inanimate,2800,FALSE
ANCAT139,FamiliarBottle,Inanimate,2817,FALSE
ANCAT139,FamiliarBottle,Inanimate,2833,FALSE
ANCAT139,FamiliarBottle,Inanimate,2850,FALSE
ANCAT139,FamiliarBottle,Inanimate,2867,FALSE
ANCAT139,FamiliarBottle,Inanimate,2883,FALSE
ANCAT139,FamiliarBottle,Inanimate,2900,FALSE
ANCAT139,FamiliarBottle,Inanimate,2917,FALSE
ANCAT139,FamiliarBottle,Inanimate,2933,FALSE
ANCAT139,FamiliarBottle,Inanimate,2950,FALSE
ANCAT139,FamiliarBottle,Inanimate,2967,FALSE
ANCAT139,FamiliarBottle,Inanimate,2983,FALSE
ANCAT139,FamiliarBottle,Inanimate,3000,FALSE
ANCAT139,FamiliarBottle,Inanimate,3017,FALSE
ANCAT139,FamiliarBottle,Inanimate,3033,FALSE
ANCAT139,FamiliarBottle,Inanimate,3600,TRUE
ANCAT139,FamiliarBottle,Inanimate,3617,TRUE
ANCAT139,FamiliarBottle,Inanimate,3633,TRUE
ANCAT139,FamiliarBottle,Inanimate,3650,TRUE
ANCAT139,FamiliarBottle,Inanimate,3667,TRUE
ANCAT139,FamiliarBottle,Inanimate,3683,TRUE
ANCAT139,FamiliarBottle,Inanimate,3700,TRUE
ANCAT139,FamiliarBottle,Inanimate,3800,FALSE
ANCAT139,FamiliarBottle,Inanimate,3817,FALSE
ANCAT139,FamiliarBottle,Inanimate,3833,FALSE
ANCAT139,FamiliarBottle,Inanimate,3850,FALSE
ANCAT139,FamiliarBottle,Inanimate,3867,FALSE
ANCAT139,FamiliarBottle,Inanimate,3950,FALSE
ANCAT139,FamiliarBottle,Inanimate,3967,FALSE
ANCAT139,FamiliarBottle,Inanimate,3983,FALSE
ANCAT139,FamiliarBottle,Inanimate,4000,FALSE
ANCAT139,FamiliarBottle,Inanimate,4017,FALSE
ANCAT139,FamiliarBottle,Inanimate,4767,TRUE
ANCAT139,FamiliarBottle,Inanimate,4917,TRUE
ANCAT139,FamiliarBottle,Inanimate,4933,TRUE
ANCAT139,FamiliarBottle,Inanimate,4950,TRUE
ANCAT139,FamiliarBottle,Inanimate,4967,TRUE
ANCAT139,FamiliarBottle,Inanimate,4983,TRUE
ANCAT139,FamiliarBottle,Inanimate,5000,TRUE
ANCAT139,FamiliarBottle,Inanimate,5017,TRUE
ANCAT139,FamiliarBottle,Inanimate,5033,TRUE
ANCAT139,FamiliarBottle,Inanimate,5050,TRUE
ANCAT139,FamiliarBottle,Inanimate,5067,TRUE
ANCAT139,FamiliarBottle,Inanimate,5083,TRUE
ANCAT139,FamiliarBottle,Inanimate,5100,TRUE
ANCAT139,FamiliarBottle,Inanimate,5117,TRUE
ANCAT139,FamiliarBottle,Inanimate,5133,TRUE
ANCAT139,FamiliarBottle,Inanimate,5150,TRUE
ANCAT139,FamiliarBottle,Inanimate,5167,TRUE
ANCAT139,FamiliarBottle,Inanimate,5183,TRUE
ANCAT139,FamiliarBottle,Inanimate,5333,TRUE
ANCAT18,FamiliarBottle,Inanimate,717,FALSE
ANCAT18,FamiliarBottle,Inanimate,733,FALSE
ANCAT18,FamiliarBottle,Inanimate,750,FALSE
ANCAT18,FamiliarBottle,Inanimate,767,FALSE
ANCAT18,FamiliarBottle,Inanimate,783,FALSE
ANCAT18,FamiliarBottle,Inanimate,800,FALSE
ANCAT18,FamiliarBottle,Inanimate,817,FALSE
ANCAT18,FamiliarBottle,Inanimate,833,FALSE
ANCAT18,FamiliarBottle,Inanimate,850,FALSE
ANCAT18,FamiliarBottle,Inanimate,867,FALSE
ANCAT18,FamiliarBottle,Inanimate,883,FALSE
ANCAT18,FamiliarBottle,Inanimate,900,FALSE
ANCAT18,FamiliarBottle,Inanimate,917,FALSE
ANCAT18,FamiliarBottle,Inanimate,933,FALSE
ANCAT18,FamiliarBottle,Inanimate,950,FALSE
ANCAT18,FamiliarBottle,Inanimate,967,FALSE
ANCAT18,FamiliarBottle,Inanimate,983,FALSE
ANCAT18,FamiliarBottle,Inanimate,1000,FALSE
ANCAT18,FamiliarBottle,Inanimate,1017,FALSE
ANCAT18,FamiliarBottle,Inanimate,1033,FALSE
ANCAT18,FamiliarBottle,Inanimate,1050,FALSE
ANCAT18,FamiliarBottle,Inanimate,1067,FALSE
ANCAT18,FamiliarBottle,Inanimate,1083,FALSE
ANCAT18,FamiliarBottle,Inanimate,1100,FALSE
ANCAT18,FamiliarBottle,Inanimate,1117,FALSE
ANCAT18,FamiliarBottle,Inanimate,1133,FALSE
ANCAT18,FamiliarBottle,Inanimate,1150,FALSE
ANCAT18,FamiliarBottle,Inanimate,1167,FALSE
ANCAT18,FamiliarBottle,Inanimate,1183,FALSE
ANCAT18,FamiliarBottle,Inanimate,1200,FALSE
ANCAT18,FamiliarBottle,Inanimate,1217,FALSE
ANCAT18,FamiliarBottle,Inanimate,1233,FALSE
ANCAT18,FamiliarBottle,Inanimate,1250,FALSE
ANCAT18,FamiliarBottle,Inanimate,1267,FALSE
ANCAT18,FamiliarBottle,Inanimate,1283,FALSE
ANCAT18,FamiliarBottle,Inanimate,1300,FALSE
ANCAT18,FamiliarBottle,Inanimate,1317,FALSE
ANCAT18,FamiliarBottle,Inanimate,1333,FALSE
ANCAT18,FamiliarBottle,Inanimate,1350,FALSE
ANCAT18,FamiliarBottle,Inanimate,1367,FALSE
ANCAT18,FamiliarBottle,Inanimate,1383,FALSE
ANCAT18,FamiliarBottle,Inanimate,1400,FALSE
ANCAT18,FamiliarBottle,Inanimate,1417,FALSE
ANCAT18,FamiliarBottle,Inanimate,1433,FALSE
ANCAT18,FamiliarBottle,Inanimate,1450,FALSE
ANCAT18,FamiliarBottle,Inanimate,1467,FALSE
ANCAT18,FamiliarBottle,Inanimate,1483,FALSE
ANCAT18,FamiliarBottle,Inanimate,1500,FALSE
ANCAT18,FamiliarBottle,Inanimate,1517,FALSE
ANCAT18,FamiliarBottle,Inanimate,1533,FALSE
ANCAT18,FamiliarBottle,Inanimate,1550,FALSE
ANCAT18,FamiliarBottle,Inanimate,1567,FALSE
ANCAT18,FamiliarBottle,Inanimate,1583,FALSE
ANCAT18,FamiliarBottle,Inanimate,1600,FALSE
ANCAT18,FamiliarBottle,Inanimate,1617,FALSE
ANCAT18,FamiliarBottle,Inanimate,1633,FALSE
ANCAT18,FamiliarBottle,Inanimate,1650,FALSE
ANCAT18,FamiliarBottle,Inanimate,1667,FALSE
ANCAT18,FamiliarBottle,Inanimate,1683,FALSE
ANCAT18,FamiliarBottle,Inanimate,1700,FALSE
ANCAT18,FamiliarBottle,Inanimate,1717,FALSE
ANCAT18,FamiliarBottle,Inanimate,1733,FALSE
ANCAT18,FamiliarBottle,Inanimate,1750,FALSE
ANCAT18,FamiliarBottle,Inanimate,1767,FALSE
ANCAT18,FamiliarBottle,Inanimate,1783,FALSE
ANCAT18,FamiliarBottle,Inanimate,1800,FALSE
ANCAT18,FamiliarBottle,Inanimate,1817,FALSE
ANCAT18,FamiliarBottle,Inanimate,1833,FALSE
ANCAT18,FamiliarBottle,Inanimate,1850,FALSE
ANCAT18,FamiliarBottle,Inanimate,1867,FALSE
ANCAT18,FamiliarBottle,Inanimate,1883,FALSE
ANCAT18,FamiliarBottle,Inanimate,1900,FALSE
ANCAT18,FamiliarBottle,Inanimate,1917,FALSE
ANCAT18,FamiliarBottle,Inanimate,1933,FALSE
ANCAT18,FamiliarBottle,Inanimate,1950,FALSE
ANCAT18,FamiliarBottle,Inanimate,1967,FALSE
ANCAT18,FamiliarBottle,Inanimate,1983,FALSE
ANCAT18,FamiliarBottle,Inanimate,2000,FALSE
ANCAT18,FamiliarBottle,Inanimate,2017,FALSE
ANCAT18,FamiliarBottle,Inanimate,2033,FALSE
ANCAT18,FamiliarBottle,Inanimate,2050,FALSE
ANCAT18,FamiliarBottle,Inanimate,2067,FALSE
ANCAT18,FamiliarBottle,Inanimate,2083,FALSE
ANCAT18,FamiliarBottle,Inanimate,2100,FALSE
ANCAT18,FamiliarBottle,Inanimate,2117,FALSE
ANCAT18,FamiliarBottle,Inanimate,2133,FALSE
ANCAT18,FamiliarBottle,Inanimate,2150,FALSE
ANCAT18,FamiliarBottle,Inanimate,2167,FALSE
ANCAT18,FamiliarBottle,Inanimate,2183,FALSE
ANCAT18,FamiliarBottle,Inanimate,2200,FALSE
ANCAT18,FamiliarBottle,Inanimate,2217,FALSE
ANCAT18,FamiliarBottle,Inanimate,2233,FALSE
ANCAT18,FamiliarBottle,Inanimate,2250,FALSE
ANCAT18,FamiliarBottle,Inanimate,2267,FALSE
ANCAT18,FamiliarBottle,Inanimate,2283,FALSE
ANCAT18,FamiliarBottle,Inanimate,2300,FALSE
ANCAT18,FamiliarBottle,Inanimate,2317,FALSE
ANCAT18,FamiliarBottle,Inanimate,2333,FALSE
ANCAT18,FamiliarBottle,Inanimate,2350,FALSE
ANCAT18,FamiliarBottle,Inanimate,2367,FALSE
ANCAT18,FamiliarBottle,Inanimate,2383,FALSE
ANCAT18,FamiliarBottle,Inanimate,2400,FALSE
ANCAT18,FamiliarBottle,Inanimate,2417,FALSE
ANCAT18,FamiliarBottle,Inanimate,2433,FALSE
ANCAT18,FamiliarBottle,Inanimate,2450,FALSE
ANCAT18,FamiliarBottle,Inanimate,2467,FALSE
ANCAT18,FamiliarBottle,Inanimate,2483,FALSE
ANCAT18,FamiliarBottle,Inanimate,2500,FALSE
ANCAT18,FamiliarBottle,Inanimate,2517,FALSE
ANCAT18,FamiliarBottle,Inanimate,2533,FALSE
ANCAT18,FamiliarBottle,Inanimate,2550,FALSE
ANCAT18,FamiliarBottle,Inanimate,2567,FALSE
ANCAT18,FamiliarBottle,Inanimate,2583,FALSE
ANCAT18,FamiliarBottle,Inanimate,2600,FALSE
ANCAT18,FamiliarBottle,Inanimate,2617,FALSE
ANCAT18,FamiliarBottle,Inanimate,2633,FALSE
ANCAT18,FamiliarBottle,Inanimate,2650,FALSE
ANCAT18,FamiliarBottle,Inanimate,2667,FALSE
ANCAT18,FamiliarBottle,Inanimate,2683,FALSE
ANCAT18,FamiliarBottle,Inanimate,2700,FALSE
ANCAT18,FamiliarBottle,Inanimate,2717,FALSE
ANCAT18,FamiliarBottle,Inanimate,2733,FALSE
ANCAT18,FamiliarBottle,Inanimate,2750,FALSE
ANCAT18,FamiliarBottle,Inanimate,2767,FALSE
ANCAT18,FamiliarBottle,Inanimate,2783,FALSE
ANCAT18,FamiliarBottle,Inanimate,2800,FALSE
ANCAT18,FamiliarBottle,Inanimate,2817,FALSE
ANCAT18,FamiliarBottle,Inanimate,2833,FALSE
ANCAT18,FamiliarBottle,Inanimate,2850,FALSE
ANCAT18,FamiliarBottle,Inanimate,2867,FALSE
ANCAT18,FamiliarBottle,Inanimate,2883,FALSE
ANCAT18,FamiliarBottle,Inanimate,2900,FALSE
ANCAT18,FamiliarBottle,Inanimate,2917,FALSE
ANCAT18,FamiliarBottle,Inanimate,2933,FALSE
ANCAT18,FamiliarBottle,Inanimate,2950,FALSE
ANCAT18,FamiliarBottle,Inanimate,2967,FALSE
ANCAT18,FamiliarBottle,Inanimate,2983,FALSE
ANCAT18,FamiliarBottle,Inanimate,3000,FALSE
ANCAT18,FamiliarBottle,Inanimate,3017,FALSE
ANCAT18,FamiliarBottle,Inanimate,3033,FALSE
ANCAT18,FamiliarBottle,Inanimate,3050,FALSE
ANCAT18,FamiliarBottle,Inanimate,3067,FALSE
ANCAT18,FamiliarBottle,Inanimate,3083,FALSE
ANCAT18,FamiliarBottle,Inanimate,3100,FALSE
ANCAT18,FamiliarBottle,Inanimate,3117,FALSE
ANCAT18,FamiliarBottle,Inanimate,3133,FALSE
ANCAT18,FamiliarBottle,Inanimate,3150,FALSE
ANCAT18,FamiliarBottle,Inanimate,3167,FALSE
ANCAT18,FamiliarBottle,Inanimate,3183,FALSE
ANCAT18,FamiliarBottle,Inanimate,3200,FALSE
ANCAT18,FamiliarBottle,Inanimate,3217,FALSE
ANCAT18,FamiliarBottle,Inanimate,3233,FALSE
ANCAT18,FamiliarBottle,Inanimate,3250,FALSE
ANCAT18,FamiliarBottle,Inanimate,3267,FALSE
ANCAT18,FamiliarBottle,Inanimate,3283,FALSE
ANCAT18,FamiliarBottle,Inanimate,3300,FALSE
ANCAT18,FamiliarBottle,Inanimate,3317,FALSE
ANCAT18,FamiliarBottle,Inanimate,3333,FALSE
ANCAT18,FamiliarBottle,Inanimate,3350,FALSE
ANCAT18,FamiliarBottle,Inanimate,3367,FALSE
ANCAT18,FamiliarBottle,Inanimate,3383,FALSE
ANCAT18,FamiliarBottle,Inanimate,3400,FALSE
ANCAT18,FamiliarBottle,Inanimate,3417,FALSE
ANCAT18,FamiliarBottle,Inanimate,3433,FALSE
ANCAT18,FamiliarBottle,Inanimate,3450,FALSE
ANCAT18,FamiliarBottle,Inanimate,3467,FALSE
ANCAT18,FamiliarBottle,Inanimate,3483,FALSE
ANCAT18,FamiliarBottle,Inanimate,3500,FALSE
ANCAT18,FamiliarBottle,Inanimate,3517,FALSE
ANCAT18,FamiliarBottle,Inanimate,3533,FALSE
ANCAT18,FamiliarBottle,Inanimate,3550,FALSE
ANCAT18,FamiliarBottle,Inanimate,3567,FALSE
ANCAT18,FamiliarBottle,Inanimate,3583,FALSE
ANCAT18,FamiliarBottle,Inanimate,3600,FALSE
ANCAT18,FamiliarBottle,Inanimate,3617,FALSE
ANCAT18,FamiliarBottle,Inanimate,3633,FALSE
ANCAT18,FamiliarBottle,Inanimate,3650,FALSE
ANCAT18,FamiliarBottle,Inanimate,3667,FALSE
ANCAT18,FamiliarBottle,Inanimate,3683,FALSE
ANCAT18,FamiliarBottle,Inanimate,3700,FALSE
ANCAT18,FamiliarBottle,Inanimate,3717,FALSE
ANCAT18,FamiliarBottle,Inanimate,3733,FALSE
ANCAT18,FamiliarBottle,Inanimate,3750,FALSE
ANCAT18,FamiliarBottle,Inanimate,3767,FALSE
ANCAT18,FamiliarBottle,Inanimate,3783,FALSE
ANCAT18,FamiliarBottle,Inanimate,3800,FALSE
ANCAT18,FamiliarBottle,Inanimate,3817,FALSE
ANCAT18,FamiliarBottle,Inanimate,3833,FALSE
ANCAT18,FamiliarBottle,Inanimate,3850,FALSE
ANCAT18,FamiliarBottle,Inanimate,3867,FALSE
ANCAT18,FamiliarBottle,Inanimate,3883,FALSE
ANCAT18,FamiliarBottle,Inanimate,3900,FALSE
ANCAT18,FamiliarBottle,Inanimate,3917,FALSE
ANCAT18,FamiliarBottle,Inanimate,3933,FALSE
ANCAT18,FamiliarBottle,Inanimate,3950,FALSE
ANCAT18,FamiliarBottle,Inanimate,3967,FALSE
ANCAT18,FamiliarBottle,Inanimate,3983,FALSE
ANCAT18,FamiliarBottle,Inanimate,4000,FALSE
ANCAT18,FamiliarBottle,Inanimate,4017,FALSE
ANCAT18,FamiliarBottle,Inanimate,4033,FALSE
ANCAT18,FamiliarBottle,Inanimate,4050,FALSE
ANCAT18,FamiliarBottle,Inanimate,4067,FALSE
ANCAT18,FamiliarBottle,Inanimate,4083,FALSE
ANCAT18,FamiliarBottle,Inanimate,4100,FALSE
ANCAT18,FamiliarBottle,Inanimate,4117,FALSE
ANCAT18,FamiliarBottle,Inanimate,4133,FALSE
ANCAT18,FamiliarBottle,Inanimate,4150,FALSE
ANCAT18,FamiliarBottle,Inanimate,4167,FALSE
ANCAT18,FamiliarBottle,Inanimate,4183,FALSE
ANCAT18,FamiliarBottle,Inanimate,4200,FALSE
ANCAT18,FamiliarBottle,Inanimate,4217,FALSE
ANCAT18,FamiliarBottle,Inanimate,4233,FALSE
ANCAT18,FamiliarBottle,Inanimate,4250,FALSE
ANCAT18,FamiliarBottle,Inanimate,4267,FALSE
ANCAT18,FamiliarBottle,Inanimate,4283,FALSE
ANCAT18,FamiliarBottle,Inanimate,4300,FALSE
ANCAT18,FamiliarBottle,Inanimate,4317,FALSE
ANCAT18,FamiliarBottle,Inanimate,4333,FALSE
ANCAT18,FamiliarBottle,Inanimate,4350,FALSE
ANCAT18,FamiliarBottle,Inanimate,4367,FALSE
ANCAT18,FamiliarBottle,Inanimate,4383,FALSE
ANCAT18,FamiliarBottle,Inanimate,4400,FALSE
ANCAT18,FamiliarBottle,Inanimate,4417,FALSE
ANCAT18,FamiliarBottle,Inanimate,4433,FALSE
ANCAT18,FamiliarBottle,Inanimate,4450,FALSE
ANCAT18,FamiliarBottle,Inanimate,4467,FALSE
ANCAT18,FamiliarBottle,Inanimate,4483,FALSE
ANCAT18,FamiliarBottle,Inanimate,4500,FALSE
ANCAT18,FamiliarBottle,Inanimate,4517,FALSE
ANCAT18,FamiliarBottle,Inanimate,4533,FALSE
ANCAT18,FamiliarBottle,Inanimate,4550,FALSE
ANCAT18,FamiliarBottle,Inanimate,4567,FALSE
ANCAT18,FamiliarBottle,Inanimate,4583,FALSE
ANCAT18,FamiliarBottle,Inanimate,4600,FALSE
ANCAT18,FamiliarBottle,Inanimate,4617,FALSE
ANCAT18,FamiliarBottle,Inanimate,4633,FALSE
ANCAT18,FamiliarBottle,Inanimate,4650,FALSE
ANCAT18,FamiliarBottle,Inanimate,4667,FALSE
ANCAT18,FamiliarBottle,Inanimate,4683,FALSE
ANCAT18,FamiliarBottle,Inanimate,4700,FALSE
ANCAT18,FamiliarBottle,Inanimate,4717,FALSE
ANCAT18,FamiliarBottle,Inanimate,4733,FALSE
ANCAT18,FamiliarBottle,Inanimate,4750,FALSE
ANCAT18,FamiliarBottle,Inanimate,4767,FALSE
ANCAT18,FamiliarBottle,Inanimate,4783,FALSE
ANCAT18,FamiliarBottle,Inanimate,4800,FALSE
ANCAT18,FamiliarBottle,Inanimate,4817,FALSE
ANCAT18,FamiliarBottle,Inanimate,4833,FALSE
ANCAT18,FamiliarBottle,Inanimate,4850,FALSE
ANCAT18,FamiliarBottle,Inanimate,4867,FALSE
ANCAT18,FamiliarBottle,Inanimate,4883,FALSE
ANCAT18,FamiliarBottle,Inanimate,4900,FALSE
ANCAT18,FamiliarBottle,Inanimate,4917,FALSE
ANCAT18,FamiliarBottle,Inanimate,4933,FALSE
ANCAT18,FamiliarBottle,Inanimate,4950,FALSE
ANCAT18,FamiliarBottle,Inanimate,4967,FALSE
ANCAT18,FamiliarBottle,Inanimate,4983,FALSE
ANCAT18,FamiliarBottle,Inanimate,5000,FALSE
ANCAT18,FamiliarBottle,Inanimate,5017,FALSE
ANCAT18,FamiliarBottle,Inanimate,5033,FALSE
ANCAT18,FamiliarBottle,Inanimate,5050,FALSE
ANCAT18,FamiliarBottle,Inanimate,5067,FALSE
ANCAT18,FamiliarBottle,Inanimate,5083,FALSE
ANCAT18,FamiliarBottle,Inanimate,5100,FALSE
ANCAT18,FamiliarBottle,Inanimate,5117,FALSE
ANCAT18,FamiliarBottle,Inanimate,5133,FALSE
ANCAT18,FamiliarBottle,Inanimate,5150,FALSE
ANCAT18,FamiliarBottle,Inanimate,5167,FALSE
ANCAT18,FamiliarBottle,Inanimate,5183,FALSE
ANCAT18,FamiliarBottle,Inanimate,5200,FALSE
ANCAT18,FamiliarBottle,Inanimate,5217,FALSE
ANCAT18,FamiliarBottle,Inanimate,5233,FALSE
ANCAT18,FamiliarBottle,Inanimate,5250,FALSE
ANCAT18,FamiliarBottle,Inanimate,5267,FALSE
ANCAT18,FamiliarBottle,Inanimate,5283,FALSE
ANCAT18,FamiliarBottle,Inanimate,5300,FALSE
ANCAT18,FamiliarBottle,Inanimate,5317,FALSE
ANCAT18,FamiliarBottle,Inanimate,5333,FALSE
ANCAT18,FamiliarBottle,Inanimate,5350,FALSE
ANCAT18,FamiliarBottle,Inanimate,5367,FALSE
ANCAT18,FamiliarBottle,Inanimate,5383,FALSE
ANCAT18,FamiliarBottle,Inanimate,5400,FALSE
ANCAT18,FamiliarBottle,Inanimate,5417,FALSE
ANCAT18,FamiliarBottle,Inanimate,5433,FALSE
ANCAT18,FamiliarBottle,Inanimate,5450,FALSE
ANCAT18,FamiliarBottle,Inanimate,5467,FALSE
ANCAT18,FamiliarBottle,Inanimate,5483,FALSE
ANCAT18,FamiliarBottle,Inanimate,5500,FALSE
ANCAT18,FamiliarBottle,Inanimate,5517,FALSE
ANCAT18,FamiliarBottle,Inanimate,5533,FALSE
ANCAT18,FamiliarBottle,Inanimate,5550,FALSE
ANCAT18,FamiliarDog,Animate,0,TRUE
ANCAT18,FamiliarDog,Animate,17,TRUE
ANCAT18,FamiliarDog,Animate,33,TRUE
ANCAT18,FamiliarDog,Animate,50,TRUE
ANCAT18,FamiliarDog,Animate,67,TRUE
ANCAT18,FamiliarDog,Animate,83,TRUE
ANCAT18,FamiliarDog,Animate,100,TRUE
ANCAT18,FamiliarDog,Animate,117,TRUE
ANCAT18,FamiliarDog,Animate,133,TRUE
